,cycle,ambient_temperature,datetime,sense_current,battery_current,battery_impedance,rectified_impedance,Re,Rct
249,250,24,2008-05-24 06:49:19,(850.8079223632812-36.41187286376953j),(308.36712646484375-83.4595947265625j),(0.1699743260995737-0.12696807161634674j),(0.08901964072054402-0.0005832212890460627j),0.06291934396330487,0.08582394976894858
250,251,24,2008-05-24 10:10:44,(851.645751953125-34.934043884277344j),(308.33111572265625-84.04806518554688j),(0.1703992483965292-0.12613480439725142j),(0.08859786042186911-0.0012017810517132733j),0.06145601214896925,0.08889557028653669
251,252,24,2008-05-24 11:31:49,(848.529296875-34.54015350341797j),(306.4569091796875-83.8521728515625j),(0.17077464912276186-0.12589971731701882j),(0.09035818183129049-0.001742627747300499j),0.06237849213168391,0.08721191866822824
252,253,24,2008-05-24 14:59:04,(852.1007080078125-36.86211395263672j),(307.33990478515625-82.12480926513672j),(0.16917037135765278-0.12737934319418093j),(0.08983822720129953-0.0006151228603529861j),0.06382375412452716,0.09017378045499043
253,254,24,2008-05-24 16:20:01,(849.9603881835938-35.23974609375j),(308.1004333496094-82.96784973144531j),(0.17000610137455663-0.12733023239395375j),(0.09129200234124085-0.0002454878576531436j),0.06275733239183592,0.08974609994235133
254,255,24,2008-05-24 19:49:07,(853.779296875-37.206459045410156j),(303.7902526855469-82.6180419921875j),(0.16771964304753248-0.12821378307881603j),(0.09072891513402126-0.0005217103375892214j),0.06454679946231442,0.09024797990776603
255,256,24,2008-05-24 21:10:04,(850.18408203125-36.120426177978516j),(307.40496826171875-84.34400177001953j),(0.1702134071629268-0.1265869183931905j),(0.08937643288444053-0.001695386829489867j),0.06393487478280767,0.08892224605524425
256,257,24,2008-05-25 00:34:43,(853.1004028320312-39.789817810058594j),(304.8531494140625-78.41506958007812j),(0.16684280674322938-0.13060260239845814j),(0.09108034599636734-0.0006000439341661917j),0.06249691986052604,0.09115545784670619
257,258,24,2008-05-25 01:55:30,(847.3223266601562-33.84251403808594j),(310.535400390625-84.55607604980469j),(0.17051884076852145-0.1263130060444635j),(0.08902772053302892-0.0014237695808472072j),0.06265091616586904,0.08803688863240228
258,259,24,2008-05-25 05:25:11,(854.1480102539062-35.57390594482422j),(304.1258239746094-81.7098159790039j),(0.1686649824333334-0.12781648936668905j),(0.09155825215987387-0.0010588481374841723j),0.06334787344507525,0.09172637881195314
259,260,24,2008-05-25 06:45:59,(851.7811279296875-35.31865310668945j),(306.0326843261719-84.39955139160156j),(0.17007470301447722-0.12624586530270537j),(0.09234089805457249-0.0015091581461986873j),0.06579302475690738,0.0902509933428324
260,261,24,2008-05-25 10:19:30,(852.0533447265625-38.878326416015625j),(305.9443359375-79.3066177368164j),(0.16881347496655585-0.12920766673320355j),(0.09180157162968076-0.0011431257837593923j),0.06729379539953537,0.08877642239876088
261,262,24,2008-05-25 11:40:09,(850.7901000976562-36.90625762939453j),(307.3853454589844-81.94083404541016j),(0.17008755123620167-0.12752009182766877j),(0.09116016659869804-0.0008669344402690544j),0.06430967319687048,0.09093892772715068
262,263,24,2008-05-25 15:05:01,(852.8265380859375-36.197052001953125j),(306.1776123046875-82.43367767333984j),(0.1695725676480402-0.12669560184291875j),(0.08852114888090415-0.0008567628574515338j),0.06579546046710036,0.08913718734703446
263,264,24,2008-05-25 16:25:42,(850.6656494140625-34.825767517089844j),(305.4169006347656-81.8721923828125j),(0.1687206083680704-0.1268489028696461j),(0.0892599379915042-0.0008769019978874855j),0.0643176054267762,0.08965051639295069
264,265,24,2008-05-25 19:50:54,(854.0245361328125-35.70923614501953j),(303.8109130859375-82.53353881835938j),(0.16788448272915787-0.1274068139791132j),(0.0905194448656396-0.0010353158078155811j),0.06706903713310808,0.08931746529758988
265,266,24,2008-05-25 21:11:31,(849.7473754882812-35.15076446533203j),(307.77313232421875-83.86302947998047j),(0.1707950898059132-0.12763757910859735j),(0.09083627121809196-0.0009655853294231345j),0.06264775576524217,0.09062764033755996
266,267,24,2008-05-26 00:40:52,(854.154541015625-36.57863235473633j),(304.847900390625-82.52562713623047j),(0.16874552417513106-0.1268950816648886j),(0.09235990058068927-0.001097889356026742j),0.06490942889368799,0.09075727480252856
267,268,24,2008-05-26 02:01:29,(849.3949584960938-36.06765365600586j),(309.0057373046875-83.29499053955078j),(0.16968967645519786-0.12712782500077302j),(0.0872668313273441-0.0016287946512036897j),0.06409904375539072,0.09048892075072754
268,269,24,2008-05-26 05:28:58,(854.2407836914062-34.40033721923828j),(304.899658203125-82.3221435546875j),(0.16966557181336314-0.12763572758534925j),(0.09133097937385545-0.0006507730870759454j),0.06468467106868281,0.0912602372721357
269,270,24,2008-05-26 06:49:35,(849.9306640625-35.02388381958008j),(308.0152587890625-83.1362075805664j),(0.17010511486285804-0.12621980142888947j),(0.08715500390155623-0.0004044890582918102j),0.06263768180094363,0.0889708433613751
270,271,24,2008-05-26 10:12:28,(854.0725708007812-37.94334030151367j),(305.81304931640625-82.50580596923828j),(0.1699170304560197-0.1269433521303523j),(0.09506440556341249-0.0014639401848378928j),0.06476607440681181,0.09331506762885133
271,272,24,2008-05-26 11:32:56,(850.813232421875-37.888519287109375j),(307.46923828125-82.6160888671875j),(0.16859284768558783-0.12789411277226712j),(0.08905632966907777-0.00023882689746548944j),0.06461075599348456,0.09019465992992068
272,273,24,2008-05-26 14:58:33,(853.25439453125-37.16069030761719j),(303.28515625-80.199462890625j),(0.16705969039440177-0.12838249114911707j),(0.09405533991072142-0.000710134311994914j),0.06468646287403104,0.09357177480301318
273,274,24,2008-05-26 16:19:02,(851.8126220703125-36.235931396484375j),(306.2876281738281-82.24885559082031j),(0.16991503615986583-0.1267984192837953j),(0.09031312954381095-0.0018793320405764448j),0.06492066764951249,0.08955496020574386
274,275,24,2008-05-26 19:48:54,(854.7186889648438-35.06616973876953j),(304.7091064453125-83.61927032470703j),(0.17093234777077188-0.12683133703579083j),(0.0928191151081983-0.002133288225754048j),0.06492526583837316,0.0913267326241943
275,276,24,2008-05-26 21:09:22,(850.4267578125-35.53944396972656j),(306.7826232910156-81.75548553466797j),(0.16913060988216783-0.12750264869543418j),(0.09196773476198847-0.0008202678587476239j),0.06466353603836943,0.0919880772013069
276,277,24,2008-05-27 00:27:55,(851.9365234375-39.50946807861328j),(306.2406005859375-78.55443572998047j),(0.1668709095194848-0.1288778596750002j),(0.08925772947567119-0.0010603456485865916j),0.06242528216023714,0.08981214323944718
277,278,24,2008-05-27 21:34:28,(854.4515380859375-36.09346389770508j),(302.1295166015625-82.44245147705078j),(0.16777961082082082-0.12744066146106448j),(0.09415388143960152-0.0006134495850601231j),0.0671426900201505,0.09331350931281934
